Symbol,Name,Currency,Stock Exchange Long,Stock Exchange Short,Timezone Name
AMTD,TD Ameritrade Holding Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AMTX,Aemetis Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AMWD,American Woodmark Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AMX,America Movil SAB de CV ADR Series L,USD,New York Stock Exchange,NYSE,America/New_York
AMZN,"Amazon.com, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AN,"AutoNation, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
ANAB,AnaptysBio Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ANAT,American National Insurance Company,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ANDE,Andersons Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ANDX,Andeavor Logistics LP,USD,New York Stock Exchange,NYSE,America/New_York
ANET,Arista Networks Inc,USD,New York Stock Exchange,NYSE,America/New_York
ANF,Abercrombie & Fitch Co.,USD,New York Stock Exchange,NYSE,America/New_York
ANFI,Amira Nature Foods Ltd,USD,New York Stock Exchange,NYSE,America/New_York
ANGI,ANGI Homeservices Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ANGO,"AngioDynamics, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ANH,ANWORTH MORTGAGE ASSET CORP REIT Common Stock,USD,New York Stock Exchange,NYSE,America/New_York
ANH-A,Anworth Mortgage Asset Corporation Series A Preferred Stock,USD,New York Stock Exchange,NYSE,America/New_York
ANH-B,Anworth Mortgage Asset Corporation Series B Preferred Stock,USD,New York Stock Exchange,NYSE,America/New_York
ANH-C,Anworth Mortgage Asset Corporation Preferred Shares Series C,USD,New York Stock Exchange,NYSE,America/New_York
ANIK,Anika Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ANIP,ANI Pharmaceuticals Inc Common Stock,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ANIX,Anixa Biosciences Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ANSS,"ANSYS, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ANTM,Anthem Inc,USD,New York Stock Exchange,NYSE,America/New_York
ANY,Sphere 3D Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AOBC,American Outdoor Brands Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AON,Aon PLC,USD,New York Stock Exchange,NYSE,America/New_York
AOS,A. O. Smith Corp,USD,New York Stock Exchange,NYSE,America/New_York
AOSL,Alpha and Omega Semiconductor Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AP,Ampco-Pittsburgh Corp,USD,New York Stock Exchange,NYSE,America/New_York
APA,Apache Corporation,USD,New York Stock Exchange,NYSE,America/New_York
APAM,Artisan Partners Asset Management Inc,USD,New York Stock Exchange,NYSE,America/New_York
APC,Anadarko Petroleum Corporation,USD,New York Stock Exchange,NYSE,America/New_York
APD,"Air Products & Chemicals, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
APDN,Applied DNA Sciences Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
APEI,"American Public Education, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
APEN,Apollo Endosurgery Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
APH,Amphenol Corporation,USD,New York Stock Exchange,NYSE,America/New_York
APHA,Aphria Inc,USD,New York Stock Exchange,NYSE,America/New_York
APLE,Apple Hospitality REIT Inc,USD,New York Stock Exchange,NYSE,America/New_York
APLS,Apellis Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
APO,Apollo Global Management LLC Class A,USD,New York Stock Exchange,NYSE,America/New_York
APO-A,Apollo Global Management LLC Preferred Shares Series A,USD,New York Stock Exchange,NYSE,America/New_York
APO-B,Apollo Global Management LLC Preferred Shares Series B,USD,New York Stock Exchange,NYSE,America/New_York
APOG,Apogee Enterprises Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
APOP,CELLECT BIOTECH/S ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
APPF,AppFolio Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
APPN,Appian Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
APPS,Digital Turbine Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
APRN,Blue Apron Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
APTO,Aptose Biosciences Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
APTS,Preferred Apartment Communities Inc.,USD,New York Stock Exchange,NYSE,America/New_York
APTV,Aptiv PLC,USD,New York Stock Exchange,NYSE,America/New_York
APTX,Aptinyx Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
APU,"AmeriGas Partners, L.P.",USD,New York Stock Exchange,NYSE,America/New_York
APVO,Aptevo Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
APWC,Asia Pacific Wire & Cable,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
APY,Apergy Corp,USD,New York Stock Exchange,NYSE,America/New_York
AQ,Aquantia Corp,USD,New York Stock Exchange,NYSE,America/New_York
AQB,Aquabounty Technologies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AQMS,Aqua Metals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AQN,Algonquin Power & Utilities Corp,USD,New York Stock Exchange,NYSE,America/New_York
AQNA,ALGONQUIN POWER UTILITIE 6 875 NTS,USD,New York Stock Exchange,NYSE,America/New_York
AQST,Aquestive Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AQUA,Evoqua Water Technologies Corp,USD,New York Stock Exchange,NYSE,America/New_York
AQXP,Aquinox Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AR,Antero Resources Corp,USD,New York Stock Exchange,NYSE,America/New_York
ARA,American Renal Associates Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
ARAV,Aravive Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARAY,Accuray Incorporated,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARC,ARC Document Solutions Inc,USD,New York Stock Exchange,NYSE,America/New_York
ARCB,ArcBest Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARCE,Arco Platform Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARCH,Arch Coal Inc,USD,New York Stock Exchange,NYSE,America/New_York
ARCI,Appliance Recycling Cntrs of Amer Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARCO,Arcos Dorados Holding Inc,USD,New York Stock Exchange,NYSE,America/New_York
ARCT,Arcturus Therapeutics Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARCW,ARC Group WorldWide Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARD,Ardagh Group SA,USD,New York Stock Exchange,NYSE,America/New_York
ARDS,Aridis Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARDX,Ardelyx Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARE,Alexandria Real Estate Equities Inc,USD,New York Stock Exchange,NYSE,America/New_York
ARE-D,Alexandria Real Estate Equities Inc Conv. Pref. Shrs Series D,USD,New York Stock Exchange,NYSE,America/New_York
ARES,Ares Management Corp Class A,USD,New York Stock Exchange,NYSE,America/New_York
ARES-A,Ares Management Corp Preferred Shares Series A,USD,New York Stock Exchange,NYSE,America/New_York
AREX,Approach Resources Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARGD,ARGO GROUP INTL HLGS 6.5% SNR NTS,USD,New York Stock Exchange,NYSE,America/New_York
ARGO,"Argo Group International Holdings, Ltd.",USD,New York Stock Exchange,NYSE,America/New_York
ARGX,argenx SE - ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARI,Apollo Commercial Real Est. Finance Inc,USD,New York Stock Exchange,NYSE,America/New_York
ARI-C,Apollo Commercial Real Est. Finance Inc Preferred Shares Series C,USD,New York Stock Exchange,NYSE,America/New_York
ARKR,Ark Restaurants Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARL,"American Realty Investors, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
ARLO,Arlo Technologies Inc,USD,New York Stock Exchange,NYSE,America/New_York
ARLP,"Alliance Resource Partners, L.P.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARMK,Aramark,USD,New York Stock Exchange,NYSE,America/New_York
ARNA,"Arena Pharmaceuticals, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARNC,Arconic Inc,USD,New York Stock Exchange,NYSE,America/New_York
AROC,Archrock Inc,USD,New York Stock Exchange,NYSE,America/New_York
AROW,Arrow Financial Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARPO,Aerpio Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARQL,"ArQule, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARR,"ARMOUR Residential REIT, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
ARR-A,"ARMOUR Residential REIT, Inc. Series A Preferred stock",USD,New York Stock Exchange,NYSE,America/New_York
ARR-B,"ARMOUR Residential REIT, Inc. Series B Preferred stock",USD,New York Stock Exchange,NYSE,America/New_York
ARRS,ARRIS International plc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARRY,Array Biopharma Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARTNA,Artesian Resources Corporation Class A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARTW,Arts-Way Manufacturing Co. Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARTX,Arotech Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARVN,Arvinas Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARW,"Arrow Electronics, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
ARWR,Arrowhead Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ARYA,Arya Sciences Acquisition Corp Class B,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASB,Associated Banc Corp,USD,New York Stock Exchange,NYSE,America/New_York
ASB-C,ASCTD DS REP SRS C NON CUM PERP PRF,USD,New York Stock Exchange,NYSE,America/New_York
ASB-D,ASCTD DS RP 1/40 SRS D NN CM PRP PRF,USD,New York Stock Exchange,NYSE,America/New_York
ASB-E,ASSOCIATED BANC REP 1/40 SRS E PRF,USD,New York Stock Exchange,NYSE,America/New_York
ASC,Ardmore Shipping Corp,USD,New York Stock Exchange,NYSE,America/New_York
ASCMA,Ascent Capital Group Inc Series A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASET,FLEXSHARES TR/RL ASSETS ALLOCATIO,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASFI,"Asta Funding, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASGN,ASGN Inc,USD,New York Stock Exchange,NYSE,America/New_York
ASH,Ashland Global Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
ASIX,AdvanSix Inc,USD,New York Stock Exchange,NYSE,America/New_York
ASLN,ASLAN PHARMACEU/ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASMB,Assembly Biosciences Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASML,ASML Holding NV,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASNA,Ascena Retail Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASND,Ascendis Pharma A/S,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASNS,Arsanis Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASPN,Aspen Aerogels Inc,USD,New York Stock Exchange,NYSE,America/New_York
ASPS,Altisource Portfolio Solutions S.A.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASPU,Aspen Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASR,Grupo Aeroportuario dl Srst SAB CV,USD,New York Stock Exchange,NYSE,America/New_York
ASRT,Assertio Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASRV,"AmeriServ Financial, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASRVP,AMERISERV FIN 8.45% SRS A UNSEC SEC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASTC,Astrotech Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASTE,"Astec Industries, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASUR,Asure Software Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASV,ASV Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ASX,ASE Technology Holding Co Ltd,USD,New York Stock Exchange,NYSE,America/New_York
ASYS,"Amtech Systems, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AT,Atlantic Power Corp,USD,New York Stock Exchange,NYSE,America/New_York
ATAI,ATA Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATAX,America First Multifamily Investors LP,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATEC,Alphatec Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATEN,A10 Networks Inc,USD,New York Stock Exchange,NYSE,America/New_York
ATGE,Adtalem Global Education Inc,USD,New York Stock Exchange,NYSE,America/New_York
ATH,Athene Holding Ltd,USD,New York Stock Exchange,NYSE,America/New_York
ATHM,Autohome Inc,USD,New York Stock Exchange,NYSE,America/New_York
ATHX,"Athersys, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATI,Allegheny Technologies Incorporated,USD,New York Stock Exchange,NYSE,America/New_York
ATIS,"Brooklyn Cheesecake & Desserts Company, Inc. Common Stock",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATKR,Atkore International Group Inc,USD,New York Stock Exchange,NYSE,America/New_York
ATLC,Atlanticus Holdings Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATLO,Ames National Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATNI,ATN International Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATNX,Athenex Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATO,Atmos Energy Corporation,USD,New York Stock Exchange,NYSE,America/New_York
ATOM,Atomera Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATOS,Atossa Genetics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATR,"AptarGroup, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
ATRA,Atara Biotherapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATRC,AtriCure Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATRI,Atrion Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATRO,Astronics Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATRS,Antares Pharma Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATSG,Air Transport Services Group Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATTO,Atento SA,USD,New York Stock Exchange,NYSE,America/New_York
ATTU,Attunity Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATU,Actuant Corporation,USD,New York Stock Exchange,NYSE,America/New_York
ATUS,Altice USA Inc,USD,New York Stock Exchange,NYSE,America/New_York
ATV,"Acorn International, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
ATVI,"Activision Blizzard, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
ATXI,Avenue Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AU,AngloGold Ashanti Limited,USD,New York Stock Exchange,NYSE,America/New_York
AUBN,Auburn National Bancorporation Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AUDC,AudioCodes Ltd.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AUO,AU Optronics Corp,USD,New York Stock Exchange,NYSE,America/New_York
AUPH,Aurinia Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AUTL,Autolus Therapeutics Ltd - ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AUTO,Autoweb Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AUY,Yamana Gold Inc.,USD,New York Stock Exchange,NYSE,America/New_York
AVA,Avista Corp,USD,New York Stock Exchange,NYSE,America/New_York
AVAL,GRUPO AVAL ACCI/S ADR,USD,New York Stock Exchange,NYSE,America/New_York
AVAV,"AeroVironment, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AVB,AvalonBay Communities Inc,USD,New York Stock Exchange,NYSE,America/New_York
AVCO,Avalon Globocare Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AVD,American Vanguard Corp.,USD,New York Stock Exchange,NYSE,America/New_York
AVDL,Avadel Pharmaceuticals PLC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AVEO,"AVEO Pharmaceuticals, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AVGO,Broadcom Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AVGR,Avinger Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AVH,Avianca Holdings SA,USD,New York Stock Exchange,NYSE,America/New_York
AVID,"Avid Technology, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AVLR,Avalara Inc,USD,New York Stock Exchange,NYSE,America/New_York
AVNS,Avanos Medical Inc,USD,New York Stock Exchange,NYSE,America/New_York
AVNW,Aviat Networks Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AVP,"Avon Products, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
AVRO,Avrobio Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AVT,"Avnet, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AVX,AVX Corporation,USD,New York Stock Exchange,NYSE,America/New_York
AVXL,Anavex Life Sciences Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AVY,Avery Dennison Corp,USD,New York Stock Exchange,NYSE,America/New_York
AVYA,Avaya Holdings Corp,USD,New York Stock Exchange,NYSE,America/New_York
AWI,Armstrong World Industries Inc,USD,New York Stock Exchange,NYSE,America/New_York
AWK,American Water Works Company Inc,USD,New York Stock Exchange,NYSE,America/New_York
AWR,American States Water Co,USD,New York Stock Exchange,NYSE,America/New_York
AWRE,"Aware, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AWSM,Cool Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AX,Axos Financial Inc,USD,New York Stock Exchange,NYSE,America/New_York
AXAS,Abraxas Petroleum Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AXDX,Accelerate Diagnostics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AXE,Anixter International Inc.,USD,New York Stock Exchange,NYSE,America/New_York
AXGN,"AxoGen, Inc Common Stock",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AXL,"American Axle & Manufact. Holdings, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
AXNX,Axonics Modulation Technologies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AXO,AXOS FINANCIAL 6.25 SUB NTS,USD,New York Stock Exchange,NYSE,America/New_York
AXP,American Express Company,USD,New York Stock Exchange,NYSE,America/New_York
AXR,AMREP Corporation,USD,New York Stock Exchange,NYSE,America/New_York
AXS,Axis Capital Holdings Limited,USD,New York Stock Exchange,NYSE,America/New_York
AXS-D,AXIS CAP HOLDIN/5.50% PFD SH S D,USD,New York Stock Exchange,NYSE,America/New_York
AXS-E,AXIS CAP 100 DS REP 1 SRS E PRF,USD,New York Stock Exchange,NYSE,America/New_York
AXSM,Axsome Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AXTA,Axalta Coating Systems Ltd,USD,New York Stock Exchange,NYSE,America/New_York
AXTI,AXT Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AY,Atlantica Yield PLC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AYI,"Acuity Brands, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
AYR,Aircastle Limited,USD,New York Stock Exchange,NYSE,America/New_York
AYTU,Aytu Bioscience Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AYX,Alteryx Inc,USD,New York Stock Exchange,NYSE,America/New_York
AZN,AstraZeneca plc,USD,New York Stock Exchange,NYSE,America/New_York
AZO,"AutoZone, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
AZPN,"Aspen Technology, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AZRE,Azure Power Global Ltd,USD,New York Stock Exchange,NYSE,America/New_York
AZRX,AzurRx BioPharma Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
AZUL,Azul SA,USD,New York Stock Exchange,NYSE,America/New_York
AZZ,AZZ Inc,USD,New York Stock Exchange,NYSE,America/New_York
B,Barnes Group Inc.,USD,New York Stock Exchange,NYSE,America/New_York
BA,Boeing Co,USD,New York Stock Exchange,NYSE,America/New_York
BABA,Alibaba Group Holding Ltd,USD,New York Stock Exchange,NYSE,America/New_York
BABY,Natus Medical Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
BAC,Bank of America Corp,USD,New York Stock Exchange,NYSE,America/New_York
BAC-A,Bk Amer Corp/DEPOSITARY SH S EE,USD,New York Stock Exchange,NYSE,America/New_York
BAC-B,BK AMER CORP/DEPOSITARY SH S GG,USD,New York Stock Exchange,NYSE,America/New_York
BAC-C,BNK OF AMRC DS REP SRS CC NON CM PRF,USD,New York Stock Exchange,NYSE,America/New_York
BAC-E,BOA DS REP 1/1000 NON CUM SR E PRF,USD,New York Stock Exchange,NYSE,America/New_York
BAC-K,BNK OF AMRC DS REP NON CM SRS HH PRF,USD,New York Stock Exchange,NYSE,America/New_York
BAC-L,BOA 7.25% SR L NON CUM PERP CNV PRF,USD,New York Stock Exchange,NYSE,America/New_York
BAC-W,BOA DS REP 1 1000 SRS W NON CUM PRF,USD,New York Stock Exchange,NYSE,America/New_York
BAC-Y,BK AMER CORP/SH SH,USD,New York Stock Exchange,NYSE,America/New_York
BAF,BlackRock Insured Municipal Income Inves,USD,New York Stock Exchange,NYSE,America/New_York
BAH,Booz Allen Hamilton Holding Corporation,USD,New York Stock Exchange,NYSE,America/New_York
BAK,Braskem SA ADR Class A,USD,New York Stock Exchange,NYSE,America/New_York
BAM,Brookfield Asset Management Inc,USD,New York Stock Exchange,NYSE,America/New_York
BANC,Banc of California Inc,USD,New York Stock Exchange,NYSE,America/New_York
BANC-D,BC CLF DS REP SRS D NON CUM PERP PRF,USD,New York Stock Exchange,NYSE,America/New_York
